GEOID,li_d,moe_li_d,cv_li_d,cat_li_d,z_1dir,z_1dir_sig
42091208603,0.07854984894259819,0.03443677693371917,0.26650860802106724,Medium,-0.40486848806597564,No
42091201705,0.1359908883826879,0.04598047843161893,0.20554067227200556,Medium,1.138078000838613,No
42091201004,0.11163337250293771,0.0451952101966078,0.24611181492441683,Medium,0.10664277262551929,No
42091201203,0.07324414715719063,0.04220545910644498,0.3502916620956558,Medium,-1.7393903248945448,No
42091201409,0.055071832825424466,0.02820006559012662,0.311282485723997,Medium,-0.1393473113784437,No
42091203105,0.10362400906002266,0.05336708560685764,0.31307413816237506,Medium,0.28515644524944483,No
42091203205,0.08376715570279224,0.03101805113598835,0.22509965844226945,Medium,-2.3936509260974064,No
42091203303,0.17986184909670563,0.04133433929090658,0.13970310020605153,Medium,-3.5562885657627983,No
42091203304,0.1465896589658966,0.04081658709774192,0.1692651113869302,Medium,-1.0365167939865452,No
42091203602,0.30319148936170215,0.10139693805035391,0.203302131429281,Medium,1.6123567279483244,No
42091203700,0.5574387947269304,0.11848879425053781,0.12921537366925895,Medium,6.018856674161975,Yes
42091203403,0.1765087605451006,0.06060027086968125,0.20870958655949134,Medium,-0.6814495466254918,No
42091204900,0.04880647911338448,0.022719872463629845,0.2829844084876793,Medium,-2.27158192969553,No
42091205000,0.1761006289308176,0.06947854467432266,0.23984126363910774,Medium,-0.8907526382268419,No
42091204200,0.14219830899308225,0.03594741516516658,0.15367645487515558,Medium,0.4720834629814778,No
42091206104,0.07394587791063562,0.03354311272792833,0.2757550598185507,Medium,-1.2182759084375703,No
42091207400,0.09097150703741846,0.03947108568916258,0.26375929944951676,Medium,-0.2768883142994589,No
42091210500,0.11896859841715599,0.05160593067486851,0.26369467948583947,Medium,-0.04022498894223099,No
42029302804,0.09249873289406994,0.029001431777476935,0.19059774292197024,Medium,-1.4092248035149648,No
42029302805,0.12739476996224305,0.05320512251889454,0.25388435910477136,Medium,1.5313674103251005,No
42029303402,0.32808532249873035,0.10059823480655969,0.18639645829289997,Medium,4.4377141978663746,Yes
42029304201,0.2577502214348981,0.06863416671146069,0.16187337285168873,Medium,2.071561312664391,Yes
42029304404,0.16643272508522158,0.06127753760528921,0.22381885966058318,Medium,0.07268490326913028,No
42029306800,0.1876850207223209,0.059920246949091524,0.19407879166773528,Medium,1.7130362307639844,Yes
42029307900,0.3001281229980782,0.07081906376424654,0.14344241440020872,Medium,5.619117663992221,Yes
42029308000,0.38440545808966864,0.06436988932329878,0.1017952034342567,High,5.053776107672059,Yes
42029300109,0.024746906636670417,0.019929077388418325,0.4895537385549569,Low,-5.035342448911904,No
42029307100,0.17831118731247322,0.06108303901440831,0.20824574763358453,Medium,-3.5928908504211754,No
42029307200,0.19850187265917604,0.07838840676393433,0.24006084310340614,Medium,-1.1678389600205064,No
42029307300,0.18783958602846054,0.07528599142541946,0.24364704535762113,Medium,-6.978805545019156,No
42029300700,0.38351459645105895,0.11607249467148502,0.1839846193268469,Medium,1.8002990727293402,Yes
42029300800,0.2104752667313288,0.08707794393176993,0.2515018564667539,Medium,2.199561198659716,Yes
42029302000,0.06056501547987616,0.022013949944536874,0.22095825924889356,Medium,-0.6559963504955763,No
42029302102,0.15779202676331197,0.05826764267414698,0.22447939926339075,Medium,0.793270926233871,No
42029302400,0.324853228962818,0.07638778733021191,0.1429456158704299,Medium,1.0862005542019286,No
42029303801,0.09367396593673966,0.03546292556857955,0.23013875038386605,Medium,2.4791528035592445,Yes
42029305400,0.46426043878273177,0.0674630833980568,0.08833617840597362,High,5.734534878155429,Yes
42029305500,0.5672002416188463,0.08484375314798041,0.0909321714793799,High,7.205358172409146,Yes
42029303401,0.2460164171897634,0.08976112396051919,0.22179833941999905,Medium,0.9478411867070292,No
42029304000,0.11330861145447053,0.052113173474965566,0.2795881116855296,Medium,1.1181962347653254,No
42029300900,0.27289377289377287,0.10173918912501928,0.22663592036988445,Medium,3.319174784879717,Yes
42017101505,0.09575402635431918,0.037684753921040884,0.2392449265039172,Medium,2.2768416877655477,Yes
42017102102,0.19465304896365274,0.09262051356912468,0.2892544651503022,Medium,2.172896681649737,Yes
42017103300,0.11298640412564463,0.036523773829155365,0.19650950214427826,Medium,0.20494774974173469,No
42017104702,0.13825929283771532,0.04819223246084481,0.21189309842767184,Medium,2.107838301172616,Yes
42017104901,0.07396055437100213,0.03697988242067767,0.3039481230973085,Medium,-3.555988489944191,No
