GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CY8AA1990,CY8AA1990L,CY8AA1990U,CY8AA2000,CY8AA2000L,CY8AA2000U,CY8AA2010,CY8AB1990,CY8AB1990L,CY8AB1990U,CY8AB2000,CY8AB2000L,CY8AB2000U,CY8AB2010,CY8AC1990,CY8AC1990L,CY8AC1990U,CY8AC2000,CY8AC2000L,CY8AC2000U,CY8AC2010,CY8AD1990,CY8AD1990L,CY8AD1990U,CY8AD2000,CY8AD2000L,CY8AD2000U,CY8AD2010,CY8AE1990,CY8AE1990L,CY8AE1990U,CY8AE2000,CY8AE2000L,CY8AE2000U,CY8AE2010,CY8AF1990,CY8AF1990L,CY8AF1990U,CY8AF2000,CY8AF2000L,CY8AF2000U,CY8AF2010,CM7AA1990,CM7AA1990L,CM7AA1990U,CM7AA2000,CM7AA2000L,CM7AA2000U,CM7AA2010,CN1AA1990,CN1AA1990L,CN1AA1990U,CN1AA2000,CN1AA2000L,CN1AA2000U,CN1AA2010,CN1AB1990,CN1AB1990L,CN1AB1990U,CN1AB2000,CN1AB2000L,CN1AB2000U,CN1AB2010
G4200030452000,2010,Pennsylvania,42,Allegheny County,003,452000,4444.76,3983,4744,5104.61,4776,5351,5060,4351.77,3895,4647,4906.91,4584,5149,4862,54.99,50,59,83.93,81,88,98,4,4,4,7,7,7,4,34,34,34,57,57,57,37,0,0,0,0,0,0,0,0,0,0,4.91,3,5,5,NA,44.86,44,45,54,4334.07,3880,4628,4903.77,4580,5142,4842,54.99,50,59,101.93,99,106,133,4,4,4,6,6,6,3,34,34,34,60,60,60,37,0,0,0,2.91,1,3,3,17.7,15,19,30,30,34,42,1842.44,1626,1961,2109.9,1960,2204,2259,1269.63,1119,1361,1556.37,1447,1629,1647,389.86,364,410,454.31,429,471,445
G4200030453003,2010,Pennsylvania,42,Allegheny County,003,453003,1736.64,1644,2271,1673.18,1589,1848,1893,1710.1,1618,2234,1623.7,1540,1791,1827,25.54,25,35,42.44,42,49,17,1,1,2,1,1,1,1,0,0,0,1,1,1,18,0,0,0,0,0,0,1,0,0,0,1,1,1,7,NA,4.05,4,5,22,1702.1,1610,2226,1620.74,1537,1789,1828,25.54,25,35,42.44,42,49,25,1,1,2,1,1,1,1,0,0,0,1,1,1,20,0,0,0,0,0,0,0,8,8,8,8,8,8,19,663.24,631,857,679.75,643,756,770,566.43,541,711,591.98,563,649,633,65.73,60,110,54.77,51,72,98
G4200030453004,2010,Pennsylvania,42,Allegheny County,003,453004,4091.55,3997,4843,6746.73,6682,6750,6955,3929.51,3836,4640,6166.48,6103,6168,6202,110.04,109,136,208.26,208,210,314,7,7,7,12,12,12,10,43,43,58,300,300,300,292,1,1,1,0,0,0,2,1,1,1,13,13,13,25,NA,47,46,47,110,3904.51,3811,4614,6140.48,6076,6142,6158,110.04,109,135,214.26,214,216,362,7,7,7,6,6,6,9,44,44,59,302,302,302,300,1,1,1,5,5,5,10,25,25,27,79,79,79,116,1856.47,1791,2276,3019.51,2979,3021,3248,1210.09,1177,1340,1869.91,1852,1870,2078,495.66,477,732,979.88,967,981,970
G4200030455000,2010,Pennsylvania,42,Allegheny County,003,455000,1730.16,824,2261,1539.82,1042,2209,1459,1689.22,808,2198,1512.33,1033,2171,1411,39.67,16,59,13.61,5,19,23,1,0,1,1,1,1,1,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0.26,0,3,5.99,1,6,3,NA,5.9,1,8,16,1685.22,804,2193,1503.22,1022,2163,1412,39.67,16,59,17.61,6,24,30,1,0,1,1,1,1,1,0,0,0,1,1,2,5,0.23,0,2,5.99,1,6,1,4.03,4,6,11,11,13,10,654.28,316,848,634.68,424,901,641,503.35,247,668,501.86,336,721,494,120.82,53,141,97.12,68,126,126
G4200030456001,2010,Pennsylvania,42,Allegheny County,003,456001,2683.09,2321,3150,3084.15,2723,3329,3523,2376.6,2029,2831,2997.09,2643,3236,3359,293.62,281,306,35.95,32,37,53,1,1,1,1,1,1,1,5,5,5,36,36,36,73,0,0,0,1,1,1,0,6.86,5,7,2,2,2,10,NA,11.12,8,16,27,2373.61,2027,2828,2992.96,2638,3229,3347,292.62,280,305,40.07,34,46,66,1,1,1,0,0,0,1,5,5,5,37,37,37,70,5.89,5,6,0,0,0,8,4.97,3,5,14.13,14,17,31,1038.56,893,1219,1175.68,1043,1276,1330,689.43,581,847,978.79,859,1064,1095,310.37,278,329,142.96,136,153,164
G4200030456003,2010,Pennsylvania,42,Allegheny County,003,456003,3207.03,2980,3543,4172.12,4162,4326,6101,3147.14,2930,3477,3993.06,3984,4146,5578,53.01,45,58,95,95,95,100,1,1,1,1,1,1,4,4,4,4,45,45,45,333,0,0,0,0,0,0,2,1.88,0,3,17,17,17,9,NA,21.06,20,22,75,3142.14,2925,3472,3997.12,3987,4151,5565,53.01,45,58,100,100,100,138,1,1,1,1,1,1,4,4,4,4,45,45,45,338,1.88,0,3,4,4,4,3,5,5,5,25,25,25,53,1291.24,1209,1440,1807.45,1803,1872,2445,1069.76,1001,1169,1481.31,1477,1539,2105,199.2,187,242,248.08,248,254,256
G4200030456004,2010,Pennsylvania,42,Allegheny County,003,456004,4439.96,2947,4687,5015.77,4618,5187,4792,4026.03,2623,4272,4536.64,4220,4707,4281,323.96,264,325,297.17,219,298,171,5,5,5,0,0,0,3,78.98,50,79,113.97,111,114,255,5,5,5,5,5,5,0,1,0,1,18,18,18,18,NA,45,45,45,64,4008.03,2616,4254,4523.65,4208,4694,4272,323.96,264,325,315.18,238,316,191,2,2,2,0,0,0,2,83.98,55,84,119.97,117,120,263,1,0,1,8,8,8,7,20.99,10,21,48.98,47,49,57,1446.63,918,1527,1942.22,1869,1999,2431,829.74,453,904,1163.62,1128,1219,1307,560.9,422,565,690.63,656,692,935
G4200030457100,2010,Pennsylvania,42,Allegheny County,003,457100,1721.6,1497,1867,1596.32,1412,1681,1428,1666.6,1444,1812,1514.32,1337,1599,1327,51,49,51,60,53,60,48,0,0,0,0,0,0,3,3,3,3,5,5,5,13,0,0,0,0,0,0,0,1,1,1,10,10,10,8,NA,7,7,7,29,1664.6,1442,1810,1511.32,1334,1596,1340,51,49,51,63,56,63,57,0,0,0,0,0,0,3,3,3,3,5,5,5,13,1,1,1,2,2,2,6,2,2,2,15,15,15,9,875.6,780,934,837.09,750,883,796,433.44,376,474,404.32,351,439,350,391.3,359,403,396.4,368,405,382
G4200030457200,2010,Pennsylvania,42,Allegheny County,003,457200,3756.38,3709,5095,3779.96,3720,5412,3720,3564.6,3519,4859,3542.94,3487,5081,3420,177.75,176,182,176.26,176,191,166,0,0,1,5,5,5,0,13.02,13,52,15.67,14,88,51,0,0,0,0,0,0,0,1,1,1,8,8,8,14,NA,32.09,30,39,69,3552.6,3507,4844,3534.95,3477,5065,3401,177.75,176,182,193.26,193,209,211,0,0,0,5,5,5,0,13.02,13,52,15.67,14,88,53,0,0,0,5,5,5,6,13,13,17,26.08,26,40,49,1755.31,1734,2264,1834.08,1812,2425,1881,1264.85,1246,1708,1244.31,1224,1782,1192,421.3,420,466,508.48,507,546,572
G4200030458000,2010,Pennsylvania,42,Allegheny County,003,458000,4709.74,3229,5524,5107.26,3937,5903,7080,4548.87,3195,5342,5008.42,3852,5788,6676,143.03,23,163,38.17,32,50,90,2,0,2,0,0,0,3,14.85,10,15,24.8,23,26,237,1,1,1,0,0,0,6,0,0,1,11,11,11,10,NA,24.87,19,28,58,4538.02,3186,5331,5010.55,3858,5791,6652,143.03,23,163,50.04,39,64,109,2,0,2,0,0,0,2,15.85,11,16,25.8,23,27,245,0,0,0,2,2,2,3,10.85,9,12,18.87,15,19,69,1724.27,1272,2090,2263.77,1643,2626,3366,1464.97,1070,1710,1939.36,1406,2218,2530,198.75,163,304,197.97,147,261,565
G4200030459101,2010,Pennsylvania,42,Allegheny County,003,459101,1836.98,1665,2339,1778.16,1648,2326,1708,1786.99,1618,2288,1671.17,1544,2212,1532,22,22,23,79,79,81,134,0,0,0,1,1,1,0,5.99,3,6,11,11,13,15,0,0,0,0,0,0,0,22,22,22,1.99,0,2,0,NA,14,13,17,27,1776.99,1608,2278,1671.17,1544,2210,1533,22,22,23,85,84,87,149,0,0,0,1,1,1,0,5.99,3,6,11,11,13,16,12,12,12,0,0,0,0,20,20,20,9.99,8,15,10,661.51,586,849,730.59,665,925,701,497.61,433,672,574.61,515,759,541,140.99,140,150,109.98,107,118,121
G4200030459102,2010,Pennsylvania,42,Allegheny County,003,459102,4230,4230,4230,5096,5096,5096,5658,4116,4116,4116,4961,4961,4961,5304,64,64,64,52,52,52,113,1,1,1,2,2,2,0,49,49,49,53,53,53,160,0,0,0,0,0,0,0,0,0,0,1,1,1,22,NA,27,27,27,59,4106,4106,4106,4947,4947,4947,5294,64,64,64,61,61,61,133,1,1,1,2,2,2,0,49,49,49,53,53,53,161,0,0,0,1,1,1,8,10,10,10,32,32,32,62,1474,1474,1474,1733,1733,1733,2393,1287,1287,1287,1598,1598,1598,1786,76,76,76,101,101,101,403
G4200030459201,2010,Pennsylvania,42,Allegheny County,003,459201,4893.9,3314,7582,5525.27,4639,7855,5988,4790.66,3261,7445,5184.14,4328,7427,5369,49.57,20,72,102.2,89,141,199,0.02,0,1,4,4,4,7,46.62,26,53,186.82,177,222,310,0,0,2,3,3,3,1,7.03,7,9,13.99,10,14,32,NA,31.12,28,44,70,4778.04,3250,7427,5177.12,4320,7416,5319,48.57,20,71,102.25,89,146,225,0.02,0,1,4,4,4,5,46.62,26,55,191.82,182,228,311,1,1,1,2,1,2,5,19.65,17,27,48.08,43,59,123,2423.69,1634,3655,2764.34,2355,3914,3001,1408.82,992,2377,1690.25,1353,2654,1819,877.36,576,1058,818.25,766,943,982
G4200030459202,2010,Pennsylvania,42,Allegheny County,003,459202,778.04,387,864,767.88,450,927,661,766.83,386,844,734.7,432,879,641,7.41,0,11,13.68,10,21,10,0.98,0,1,6,6,6,0,0.84,0,6,7.62,1,15,4,0,0,0,0,0,0,0,1.98,1,2,1,1,1,1,NA,4.89,0,5,5,760.83,380,838,733.67,430,878,637,7.41,0,11,14.66,10,22,12,0.98,0,1,6,6,6,0,0.84,0,6,7.62,1,15,4,0,0,0,0,0,0,0,7.98,7,8,5.93,3,6,8,501.02,249,541,510.52,308,577,493,359.12,181,394,393.2,237,453,377,113.85,57,116,107.45,66,110,94
G4200030460001,2010,Pennsylvania,42,Allegheny County,003,460001,3950.95,2712,5732,4165.17,2884,4807,4250,3933.17,2699,5641,4122.85,2852,4741,4136,6.77,2,74,13.16,10,27,49,1,1,2,0,0,1,2,10.01,10,13,18,16,18,25,0,0,0,2,2,2,0,0,0,2,1.06,1,5,5,NA,8.1,3,13,33,3928.14,2695,5627,4115.87,2846,4735,4142,6.77,2,72,14.19,11,30,53,1,1,2,0,0,1,1,10.01,10,13,19,17,19,25,0,0,0,0.05,0,2,2,5.03,4,18,16.06,10,20,27,1575.91,1094,2445,1770.75,1247,2084,2008,1383.63,938,1843,1580.16,1092,1857,1672,161.2,135,449,153.76,128,177,253
G4200030460002,2010,Pennsylvania,42,Allegheny County,003,460002,3313.72,2341,3859,3354.49,2909,3747,3422,3260.8,2304,3790,3294.55,2858,3681,3299,11.93,8,28,25,24,26,48,0,0,0,1,1,1,3,32,25,32,18,18,19,37,4,2,4,0,0,0,1,5,2,5,2,2,3,3,NA,13.94,6,17,31,3256.8,2301,3786,3297.49,2856,3685,3296,11.93,8,28,29.98,26,31,65,0,0,0,1,1,1,3,36,27,36,18,18,19,38,4,1,4,2,2,3,2,5,4,5,6.03,6,8,18,1151.49,788,1393,1215.01,1013,1385,1450,1002.12,740,1187,1067.43,921,1192,1136,132.27,37,178,121.44,79,162,234
G4200030461000,2010,Pennsylvania,42,Allegheny County,003,461000,1273,1273,1273,1232,1232,1232,1084,1264,1264,1264,1199,1199,1199,958,7,7,7,15,15,15,36,0,0,0,1,1,1,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,50,NA,13,13,13,36,1257,1257,1257,1194,1194,1194,958,7,7,7,23,23,23,50,0,0,0,1,1,1,3,2,2,2,0,0,0,1,0,0,0,3,3,3,2,7,7,7,11,11,11,70,689,689,689,676,676,676,620,325,325,325,322,322,322,282,315,315,315,302,302,302,256
G4200030462100,2010,Pennsylvania,42,Allegheny County,003,462100,3166.7,1960,3552,2652.75,2308,3025,2627,3082.45,1944,3463,2306.75,1971,2679,2012,73.25,8,78,307.99,300,308,515,5,4,5,2,1,2,3,1,1,1,8,8,8,12,0,0,0,0,0,0,1,5,3,5,3,3,3,3,NA,25,25,25,81,3071.31,1939,3449,2306.75,1971,2679,2012,71.25,8,76,317.99,310,318,567,5,4,5,2,1,2,3,1,1,1,8,8,8,13,3,3,3,1,1,1,1,15.14,5,18,17,17,17,31,1537.45,915,1700,1451.83,1281,1633,1349,938.66,678,1079,852.04,707,1012,746,412.74,160,432,351.59,336,368,445
G4200030462600,2010,Pennsylvania,42,Allegheny County,003,462600,4505,3648,5564,4068.86,3550,4999,3735,4461.2,3615,5507,3770.52,3302,4649,2945,23.8,13,36,233.94,190,271,601,5,5,5,12.28,12,17,2,9,9,10,3.01,3,4,15,0,0,0,0,0,0,1,6,6,6,11.95,10,12,31,NA,37.17,33,46,140,4442.82,3604,5479,3772.46,3303,4653,2934,23.8,13,36,252.16,207,294,713,5,5,5,12.06,12,13,2,9,9,10,9.01,9,10,18,0,0,0,11.95,10,12,13,24.38,17,34,11.22,9,17,55,2132.85,1742,2572,2112.02,1848,2530,2044,1237.24,965,1563,1144.9,967,1458,897,731.99,632,819,718.93,652,785,805
G4200030463900,2010,Pennsylvania,42,Allegheny County,003,463900,3124.35,2895,3977,2898.18,2731,3597,2662,3083.09,2857,3922,2682.9,2532,3328,2027,26.26,24,32,163.21,150,209,532,5,5,5,1,1,1,1,6,5,11,15.99,15,16,13,0,0,0,0,0,0,0,4,4,7,5,5,5,10,NA,30.08,28,38,79,3055.16,2830,3892,2667,2515,3317,2023,26.26,24,32,180.24,167,229,572,5,5,5,1,1,1,1,6,5,11,15.99,15,16,13,4,4,7,1,1,1,9,27.92,27,30,32.95,32,33,44,1494.09,1400,1866,1453.4,1369,1799,1463,861.11,808,1101,754.53,709,973,606,492.84,459,610,524.27,503,624,623
G4200030464300,2010,Pennsylvania,42,Allegheny County,003,464300,3923.48,3481,5590,3717.72,3296,4850,3330,3811.2,3391,4593,3545.71,3157,4074,3053,89.22,70,954,115.72,90,688,189,2.01,2,8,8,8,8,6,19,16,23,20.02,19,27,24,1,1,1,0.17,0,1,0,1.05,1,11,8,8,8,9,NA,20.1,14,44,49,3795.2,3376,4577,3540.59,3151,4070,3036,89.19,70,949,120.97,95,707,224,2.01,2,8,8,8,8,5,20,17,24,21.2,20,30,24,0.05,0,10,6,6,6,4,17.02,16,22,20.97,16,29,37,1687.13,1479,2335,1652.27,1454,2257,1623,1031.35,942,1349,1027.33,935,1319,965,577.96,473,849,539.45,447,701,546
G4200030464400,2010,Pennsylvania,42,Allegheny County,003,464400,4589.58,4201,4710,3725.2,3399,3813,3442,3491.26,3113,3603,2798.16,2505,2882,1869,1054.32,1044,1063,765.57,742,769,1347,20,20,20,15.72,11,16,9,6,6,6,29,29,29,12,0,0,0,2,2,2,0,18,18,18,22,22,22,11,NA,92.75,88,93,194,3473.73,3104,3583,2823.16,2530,2907,1876,1047.32,1037,1056,810.32,782,814,1483,16,16,16,7.94,7,8,7,6,6,6,32,32,32,13,10,10,10,13,13,13,6,36.53,28,39,38.78,35,39,57,2190.76,2013,2246,1948.82,1793,1986,1879,787.08,678,824,708.17,613,733,518,1158.28,1103,1172,919.25,877,928,1005
G4200030465600,2010,Pennsylvania,42,Allegheny County,003,465600,3035.05,2731,3401,2822.41,2705,3167,2373,2941.01,2644,3288,2638.15,2530,2956,2135,63.04,57,79,109.48,107,129,139,2,2,2,6,6,6,0,21,20,24,28,28,29,32,3,3,3,3.83,3,4,1,5,5,5,3.99,3,4,4,NA,32.96,28,39,62,2930.01,2634,3276,2647.28,2538,2969,2136,63.04,57,79,125.25,119,145,171,2,2,2,6,6,6,0,24,23,27,31.83,31,33,33,2,2,2,2.99,2,3,0,14,13,15,9.06,9,11,33,1578.37,1465,1757,1539.32,1491,1705,1385,567.77,492,632,557.77,524,623,517,897.17,867,998,823.25,814,911,680
G4200030465800,2010,Pennsylvania,42,Allegheny County,003,465800,4130.67,3834,4782,3880.73,3594,4241,3578,4090.47,3800,4720,3758.68,3496,4088,3325,24.17,18,42,78.77,58,100,137,0.01,0,1,1,1,1,4,15.01,15,16,11.98,10,12,13,0,0,0,1,1,1,1,1.01,1,3,6.22,5,14,10,NA,23.08,23,25,88,4070.53,3785,4699,3748.64,3487,4075,3319,24.17,18,42,84.85,64,108,184,0.01,0,1,1,1,1,4,9.01,9,10,12.98,11,13,15,1.01,1,3,4.22,4,11,3,25.94,21,27,29.04,27,33,53,1799.64,1647,2058,1804.83,1652,1956,1725,987.38,929,1178,1012.16,956,1131,923,721.53,643,776,685.29,598,709,668
G4200030468700,2010,Pennsylvania,42,Allegheny County,003,468700,2118.21,1994,2464,1985.9,1856,2201,1759,2032.22,1909,2377,1896.36,1774,2109,1631,78,78,78,65.32,58,67,79,0,0,0,0,0,0,0,7,6,8,9,9,9,7,0,0,0,0,0,0,0,1,1,1,3,3,3,2,NA,12.22,12,13,40,2020.22,1897,2363,1894.36,1772,2107,1636,78,78,78,75.54,68,78,96,0,0,0,0,0,0,0,7,6,8,9,9,9,7,0,0,0,2,2,2,1,13,13,15,5,5,5,19,889.2,842,1028,906.94,865,994,909,626.23,583,757,562.08,524,637,545,218.48,216,221,291.86,289,300,281
G4200030468800,2010,Pennsylvania,42,Allegheny County,003,468800,2613.96,2032,2658,2377.12,2089,2445,2572,2518.96,1952,2563,2220.13,1944,2288,2306,80,65,80,99,88,99,151,2,2,2,5,5,5,3,9,9,9,22,22,22,24,1,1,1,0,0,0,5,3,3,3,15,15,15,23,NA,16,15,16,60,2504.09,1940,2548,2205.13,1931,2273,2295,80,65,80,109,97,109,185,1,1,1,5,5,5,3,10,10,10,24,24,24,29,0,0,0,10,10,10,8,18.87,16,19,24,22,24,52,1302.85,1041,1319,1228.18,1096,1263,1375,645.82,480,661,576.39,482,598,652,553.04,465,554,557.26,529,567,590
G4200030468900,2010,Pennsylvania,42,Allegheny County,003,468900,4523.4,3991,5114,4046.53,3645,4607,3641,4319.41,3804,4897,3566.14,3180,4110,3051,141.76,136,142,301.41,293,302,359,1.92,0,2,2,2,2,10,43.44,38,56,72.09,68,87,98,0.96,0,1,3.93,3,4,1,15.92,13,16,15,15,15,6,NA,85.94,84,87,116,4303.35,3790,4879,3554.74,3169,4093,3038,141.76,136,142,351.35,342,352,434,1.92,0,2,2,2,2,10,43.4,37,56,76.03,71,91,100,12.92,11,13,8,8,8,0,20.05,17,22,54.42,53,61,59,2265.79,2013,2516,2124.16,1906,2393,2045,1052.74,895,1271,932.11,799,1162,830,1107.13,1023,1134,1056.33,983,1090,1002
G4200030469000,2010,Pennsylvania,42,Allegheny County,003,469000,4877.72,3324,6461,4683.02,3195,6166,4432,4712.94,3241,6124,4504.15,3105,5760,4195,64.88,27,135,25.61,10,99,78,0.02,0,1,0.02,0,2,3,99.84,56,200,91.87,53,211,112,0,0,0,0,0,0,1,0.04,0,1,2,2,2,7,NA,59.37,25,92,36,4683.98,3235,6086,4526.42,3116,5787,4172,64.87,27,134,34.64,17,116,92,0.02,0,1,0.02,0,2,2,99.84,56,200,91.89,53,214,112,0.04,0,1,0,0,0,3,28.98,6,39,30.06,9,47,51,1960.43,1281,2771,2012.63,1320,2812,2072,1699.43,1181,2010,1736.22,1214,2041,1726,221.85,77,692,223.84,81,679,232
G4200030470300,2010,Pennsylvania,42,Allegheny County,003,470300,4566.24,2849,6085,3715.18,2677,4663,3933,4506.63,2809,5883,3583.73,2557,4501,3719,21.03,21,141,42,42,45,57,1,1,3,1,1,1,2,32.19,16,52,72.62,63,94,115,0,0,0,0,0,0,1,5.39,2,6,5,5,7,8,NA,10.83,9,15,31,4491.89,2798,5861,3566.44,2543,4486,3723,21.03,21,141,46.83,46,50,70,1,1,3,1,1,1,2,32.19,16,52,72.62,63,94,116,0,0,0,2,2,2,2,20.13,13,28,26.3,22,30,20,1757.02,1082,2347,1547.01,1117,2119,1724,1293.54,738,1699,1208.74,797,1598,1212,391.24,282,542,294.94,287,447,470
G4200030470400,2010,Pennsylvania,42,Allegheny County,003,470400,3272.45,2496,3784,3450.56,2671,3876,3063,3243.24,2474,3748,3381.36,2621,3789,2979,3.96,0,4,14.07,9,22,23,0,0,0,2,2,2,3,25.26,22,32,29.54,19,34,35,0,0,0,1.99,1,2,3,0,0,0,3,3,3,7,NA,18.61,16,24,13,3238.84,2470,3741,3383.75,2623,3794,2971,3.96,0,4,19.06,13,27,29,0,0,0,2,2,2,3,25.26,22,32,31.56,20,37,33,0,0,0,0,0,0,1,4.4,4,7,14.19,13,16,26,1293.25,985,1469,1452.11,1122,1615,1430,1201.48,929,1361,1224.75,926,1372,1180,80.45,48,91,195.27,169,209,194
G4200030470501,2010,Pennsylvania,42,Allegheny County,003,470501,3266.06,1544,3828,3600.38,2969,4136,3954,3121.2,1489,3671,2571.37,2033,3068,2207,46.14,19,52,44.98,35,50,82,5,3,5,4.92,3,5,13,87.73,31,94,855.79,784,876,1540,0,0,0,0,0,0,0,5.99,2,6,18.15,16,23,42,NA,105.16,98,114,70,3079.72,1460,3620,2623.55,2082,3129,2206,46.14,19,52,52.98,43,58,92,5,3,5,3.92,2,4,12,84.13,31,90,878.78,804,899,1565,0,0,0,12.98,11,16,28,51.07,31,61,28.17,27,30,51,2055.61,1003,2272,2075.68,1670,2297,2227,638.17,239,845,714.51,473,924,799,1309.84,705,1317,1272.81,1123,1278,1279
G4200030470502,2010,Pennsylvania,42,Allegheny County,003,470502,3027.4,2602,3893,3095.91,2763,3926,2971,2936.67,2522,3779,2946.05,2618,3761,2748,19.19,16,40,50.18,50,55,54,5,5,5,5,5,5,1,64.54,57,67,79.44,76,85,120,2,2,2,0,0,0,0,0,0,0,4,4,4,15,NA,11.24,10,16,33,2924.92,2513,3759,2937.41,2615,3751,2750,16.19,13,37,51.96,51,57,61,5,5,5,3,3,3,1,66.54,59,69,81.44,78,87,126,0,0,0,2,2,2,5,14.75,12,23,20.1,14,26,28,1296.09,1131,1670,1360.95,1227,1732,1343,1038.5,892,1325,1137.21,1016,1422,1073,210.52,196,288,168,156,243,199
G4200030470600,2010,Pennsylvania,42,Allegheny County,003,470600,3020.17,2778,3492,3384.09,3082,3634,3103,2978.62,2742,3434,3267.27,2979,3502,2915,14.24,14,20,46.59,46,55,105,0.08,0,2,1,1,1,1,21.1,16,26,29.11,17,33,17,0.04,0,1,0.07,0,1,0,6.08,6,9,10,10,10,8,NA,30.06,29,32,57,2975.41,2739,3428,3258.28,2970,3494,2904,14.24,14,20,64.65,64,74,145,0.08,0,2,1,1,1,1,21.14,16,27,30.17,18,35,17,6.08,6,8,3,3,3,5,3.21,3,7,26.99,26,27,31,1428.53,1307,1656,1706.68,1540,1863,1621,899.08,805,1032,949.45,818,1023,875,438.22,414,522,649.96,620,723,602
G4200030471000,2010,Pennsylvania,42,Allegheny County,003,471000,1237.56,1131,1268,1224.52,1124,1225,1244,1225.58,1121,1252,1195.52,1095,1196,1193,9.99,8,14,12,12,12,29,0,0,0,0,0,0,0,1,1,1,3,3,3,5,0,0,0,0,0,0,0,1,1,1,3,3,3,4,NA,11,11,11,13,1224.58,1120,1251,1198.52,1098,1199,1186,9.99,8,14,14,14,14,33,0,0,0,0,0,0,0,1,1,1,3,3,3,5,0,0,0,2,2,2,1,2,2,2,7,7,7,19,599.77,546,613,605.78,559,606,665,394.84,356,405,385.84,352,386,416,173.94,162,177,184.93,172,185,201
G4200030472100,2010,Pennsylvania,42,Allegheny County,003,472100,2856.24,2339,3113,2828.99,2331,3133,2524,2812.9,2313,3066,2670.4,2198,2963,2349,15.46,8,18,44.5,39,55,58,3,3,3,7,7,7,0,20.88,11,22,60.1,44,61,45,0,0,0,1,1,1,0,4,4,4,9,9,9,24,NA,36.99,33,37,48,2793.92,2303,3047,2670.25,2199,2962,2328,13.46,6,16,55.27,50,65,82,3,3,3,7,7,7,0,20.88,11,22,60.1,44,61,46,0,0,0,0,0,0,9,24.99,16,25,36.37,31,38,59,1312.6,1114,1418,1343.03,1144,1471,1303,676.9,530,750,663.42,522,751,631,579.77,534,604,605.46,556,636,588
G4200030472200,2010,Pennsylvania,42,Allegheny County,003,472200,2497.79,2497,2588,2390.6,2390,2468,2227,2452.76,2452,2541,2331.59,2331,2402,2111,10.03,10,12,22,22,22,43,0,0,0,3,3,3,3,33,33,33,18,18,25,30,0,0,0,4,4,4,0,2,2,2,1,1,1,14,NA,11,11,11,26,2446.76,2446,2535,2315.59,2315,2386,2069,10.03,10,12,29,29,29,52,0,0,0,3,3,3,3,33,33,33,23,23,30,30,1,1,1,0,0,0,4,7,7,7,20,20,20,69,1129.36,1129,1174,1112.35,1112,1153,1114,570.24,570,605,567.14,567,588,536,523.11,523,532,498.18,498,514,520
G4200030472300,2010,Pennsylvania,42,Allegheny County,003,472300,2244.72,1977,2806,2198.46,1926,2227,2014,2193.74,1931,2750,2094.58,1838,2121,1881,13.98,10,14,31.91,24,32,56,0,0,0,2.99,1,3,2,32,32,37,48.99,48,49,29,0,0,0,0,0,0,0,5,4,5,6.99,4,7,20,NA,13,11,15,26,2181.76,1922,2737,2079.59,1825,2106,1846,13.98,10,14,37.91,28,40,68,0,0,0,2.99,1,3,1,32,32,37,48.99,48,49,29,0,0,0,0,0,0,4,16.98,13,18,28.98,24,29,66,1049.58,915,1249,1057.02,923,1070,1040,492.47,457,683,483.09,447,493,441,493.27,402,499,513.06,429,515,529
G4200030472400,2010,Pennsylvania,42,Allegheny County,003,472400,2275.08,2243,3254,1987.07,1957,2425,1828,2233.45,2202,3205,1940.38,1911,2371,1751,5,5,5,2.01,2,3,24,0.41,0,2,3,3,3,2,36.01,36,41,25.01,25,26,28,0,0,0,0,0,0,0,0.21,0,1,1,1,1,9,NA,15.66,15,21,14,2226.42,2195,3195,1941.76,1912,2372,1749,5,5,5,4.01,4,5,29,0,0,0,3,3,3,2,35.01,35,40,23.01,23,24,27,0,0,0,1,1,1,1,8.65,8,14,14.28,14,20,20,868.24,857,1213,813.73,803,975,851,674.13,664,1002,684.04,674,837,637,169.49,169,181,111.48,111,118,169
