GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,RES_ONLYA,TRUSTA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FL5001
G4200910201005,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201005,201005,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2010.05,3689
G4200910201006,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201006,201006,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2010.06,1779
G4200910201100,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201100,201100,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2011,3342
G4200910201201,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201201,201201,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2012.01,5428
G4200910201203,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201203,201203,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2012.03,2914
G4200910201204,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201204,201204,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2012.04,2080
G4200910201301,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201301,201301,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2013.01,3357
G4200910201302,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201302,201302,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2013.02,3069
G4200910201404,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201404,201404,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.04,4984
G4200910201406,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201406,201406,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.06,4617
G4200910201407,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201407,201407,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.07,2414
G4200910201408,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201408,201408,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.08,4627
G4200910201409,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201409,201409,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.09,4282
G4200910201410,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201410,201410,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.10,2444
G4200910201411,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201411,201411,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2014.11,2510
G4200910201501,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201501,201501,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2015.01,3462
G4200910201502,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201502,201502,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2015.02,1843
G4200910201603,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201603,201603,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.03,4663
G4200910201604,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201604,201604,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.04,3339
G4200910201605,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201605,201605,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.05,3086
G4200910201606,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201606,201606,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.06,2589
G4200910201607,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201607,201607,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.07,3600
G4200910201608,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201608,201608,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2016.08,4580
G4200910201703,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201703,201703,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2017.03,3127
G4200910201704,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201704,201704,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2017.04,3434
G4200910201705,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201705,201705,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2017.05,4538
G4200910201706,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201706,201706,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2017.06,4361
G4200910201800,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201800,201800,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2018,3127
G4200910201901,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201901,201901,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2019.01,4546
G4200910201902,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,201902,201902,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2019.02,5808
G4200910202000,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202000,202000,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2020,2577
G4200910202100,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202100,202100,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2021,4478
G4200910202201,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202201,202201,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2022.01,4953
G4200910202202,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202202,202202,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2022.02,2953
G4200910202301,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202301,202301,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2023.01,4865
G4200910202302,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202302,202302,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2023.02,2317
G4200910202401,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202401,202401,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2024.01,3472
G4200910202402,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202402,202402,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2024.02,5105
G4200910202500,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202500,202500,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2025,5012
G4200910202602,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202602,202602,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2026.02,2675
G4200910202603,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202603,202603,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2026.03,3187
G4200910202604,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,202604,202604,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2026.04,2336
G4200910203000,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203000,203000,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2030,2630
G4200910203103,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203103,203103,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2031.03,2951
G4200910203104,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203104,203104,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2031.04,4015
G4200910203105,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203105,203105,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2031.05,5456
G4200910203106,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203106,203106,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2031.06,1650
G4200910203203,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203203,203203,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2032.03,4205
G4200910203204,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203204,203204,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2032.04,5728
G4200910203205,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203205,203205,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2032.05,2319
G4200910203207,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203207,203207,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2032.07,3283
G4200910203208,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203208,203208,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2032.08,3027
G4200910203302,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203302,203302,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2033.02,6435
G4200910203303,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203303,203303,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2033.03,3536
G4200910203304,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203304,203304,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2033.04,3238
G4200910203401,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203401,203401,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2034.01,6356
G4200910203402,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203402,203402,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2034.02,5520
G4200910203403,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203403,203403,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2034.03,3025
G4200910203500,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203500,203500,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2035,5971
G4200910203601,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203601,203601,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2036.01,2767
G4200910203602,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203602,203602,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2036.02,3792
G4200910203700,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203700,203700,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2037,1532
G4200910203801,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203801,203801,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2038.01,3409
G4200910203803,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203803,203803,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2038.03,4977
G4200910203804,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203804,203804,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2038.04,2950
G4200910203901,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203901,203901,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2039.01,3101
G4200910203902,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,203902,203902,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2039.02,2785
G4200910204002,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204002,204002,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.02,3042
G4200910204004,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204004,204004,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.04,2868
G4200910204005,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204005,204005,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.05,966
G4200910204007,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204007,204007,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.07,2261
G4200910204008,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204008,204008,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.08,2859
G4200910204009,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204009,204009,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.09,1438
G4200910204010,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204010,204010,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2040.10,2611
G4200910204101,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204101,204101,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2041.01,4715
G4200910204102,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204102,204102,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2041.02,2874
G4200910204200,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204200,204200,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2042,1446
G4200910204300,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204300,204300,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2043,2454
G4200910204400,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204400,204400,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2044,3237
G4200910204500,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204500,204500,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2045,4880
G4200910204600,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204600,204600,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2046,4756
G4200910204701,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204701,204701,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2047.01,2260
G4200910204702,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204702,204702,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2047.02,3350
G4200910204800,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204800,204800,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2048,5399
G4200910204900,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,204900,204900,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2049,5047
G4200910205000,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205000,205000,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2050,1764
G4200910205100,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205100,205100,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2051,3190
G4200910205200,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205200,205200,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2052,2933
G4200910205300,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205300,205300,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2053,2856
G4200910205400,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205400,205400,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2054,6057
G4200910205501,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205501,205501,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2055.01,3732
G4200910205502,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205502,205502,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2055.02,3340
G4200910205503,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205503,205503,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2055.03,4595
G4200910205600,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205600,205600,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2056,4233
G4200910205700,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205700,205700,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2057,4371
G4200910205801,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205801,205801,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.01,2617
G4200910205805,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205805,205805,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.05,3132
G4200910205806,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205806,205806,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.06,1780
G4200910205807,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205807,205807,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.07,2013
G4200910205808,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205808,205808,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.08,4671
G4200910205809,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205809,205809,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2058.09,2791
G4200910205903,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205903,205903,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2059.03,2470
G4200910205904,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205904,205904,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2059.04,2231
G4200910205905,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205905,205905,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2059.05,3220
G4200910205906,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,205906,205906,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2059.06,1938
G4200910206004,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206004,206004,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.04,5867
G4200910206005,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206005,206005,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.05,4652
G4200910206006,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206006,206006,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.06,1924
G4200910206007,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206007,206007,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.07,5311
G4200910206008,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206008,206008,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.08,4182
G4200910206009,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206009,206009,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2060.09,454
G4200910206102,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206102,206102,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2061.02,5105
G4200910206104,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206104,206104,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2061.04,2383
G4200910206105,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206105,206105,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2061.05,3564
G4200910206106,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206106,206106,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2061.06,4346
G4200910206201,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206201,206201,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2062.01,2584
G4200910206202,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206202,206202,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2062.02,1662
G4200910206300,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206300,206300,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2063,8032
G4200910206400,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206400,206400,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2064,3210
G4200910206500,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206500,206500,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2065,7093
G4200910206600,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206600,206600,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2066,1693
G4200910206701,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206701,206701,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2067.01,6410
G4200910206702,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206702,206702,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2067.02,106
G4200910206801,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206801,206801,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2068.01,5345
G4200910206802,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206802,206802,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2068.02,2444
G4200910206901,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206901,206901,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2069.01,4379
G4200910206904,2000,1,2,Pennsylvania,42,Montgomery,091,NA,NA,206904,206904,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 2069.04,5325
