geoid,pop,hu,own,mhv,vhu,rm,em,pov199,pov99,mhi,unemp,year
42045401800,4.183,1.595,56.33802816901409,160.7,6.52037617554859,61.74994023428162,6.215634711929238,22.65135699373695,11.795407098121085,60.729,5.8690744920993225,2017
42045405100,2.299,1.051,48.89663182346109,61.8,18.07802093244529,92.34449760765551,14.615050021748585,67.87762906309752,37.09369024856596,29.731,17.568850902184234,2017
42045405300,2.772,1.323,48.67162592986185,54.3,28.873771730914587,84.45165945165945,25.396825396825395,63.81733021077284,49.29742388758782,31.152,18.57638888888889,2017
42045400401,5.063,2.072,42.33226837060703,96.8,9.362934362934363,82.59924945684376,10.073079202054117,71.8944099378882,24.922360248447205,36.385,4.994409243384271,2017
42045400600,4.602,2.125,65.82349634626195,151.6,16.28235294117647,42.61190786614515,3.5202086049543677,39.78622327790974,0.9501187648456058,51.893,12.272727272727273,2017
42045402400,3.436,1.368,39.73880597014926,68.5,21.637426900584796,90.74505238649593,5.471478463329453,88.96103896103897,42.949907235621524,33.378,13.53887399463807,2017
42045403104,2.522,1.083,51.10876451953538,125.8,12.557710064635272,70.89611419508327,4.9960348929421095,74.72222222222223,47.91666666666667,43.456,12.51840942562592,2017
42045403501,4.05,1.928,54.054054054054056,157.4,11.721991701244812,12.74074074074074,3.6790123456790123,32.802547770700635,13.853503184713375,57.5,4.1818920016240355,2017
42017105807,3.995,1.599,48.98605830164765,239.2,1.3133208255159476,23.979974968710888,4.93116395494368,34.651162790697676,6.162790697674419,54.148,5.654496883348174,2017
42017101611,6.799,2.66,88.96864374763884,302.9,0.4887218045112782,9.427857037799676,4.03000441241359,0,0,95.168,6.2464183381088825,2017
42017102300,5.733,2.016,77.03444832750874,309.1,0.6448412698412698,3.6281179138321997,3.9769754055468343,34.98427672955975,25.78616352201258,79.082,5.787681832250077,2017
42017102700,5.265,2.382,74.6328437917223,330.7,5.6675062972292185,4.2924976258309595,2.1462488129154798,10.44973544973545,1.8518518518518516,69.401,5.74286772878844,2017
42017104000,7.034,2.864,91.14680612626074,397,6.529329608938547,5.231731589422804,3.184532271822576,5.8645707376058045,3.083434099153567,82.411,4.046391752577319,2017
42017104100,2.081,0.943,49.94438264738598,311.9,4.665959703075292,11.100432484382509,12.301777991350313,27.074235807860266,12.445414847161572,53.487,3.0206677265500796,2017
42017105011,3.551,1.347,77.87676317743133,381.9,0,11.546043368065334,3.998873556744579,11.76470588235294,4.3478260869565215,96.635,3.5967818267865597,2017
42017100103,2.491,1.141,48.59981933152665,223.3,2.9798422436459244,11.28061019670815,5.5800883179446,56.68934240362812,17.687074829931973,47.068,10.131852879944484,2017
42017100302,4.828,1.884,79.46745562130178,203.4,10.29723991507431,4.370339685169842,7.373653686826843,23.609534619750285,5.675368898978434,61.603,8.359375,2017
42017100403,2.199,0.835,75.62189054726367,186.8,3.7125748502994016,44.974988631196,17.41700773078672,49.49290060851927,39.553752535496955,47.5,4.32043204320432,2017
